date,invoice_type,invoice_no,sku_code,product_category,brand_name,retailer_code,retailer_name,retailer_type,distributor_code,distributor_name,distributor_type,list_price,price_sold,quantity_sold,invoice_value,discount_amount,discount_percentage,unit_profit
2022-05-25,Normal,QRA-004-22RT08007770-01,9989a7c85c122df587c1a2203ddbafaaf3d35d4f,SKIN CLEANSING,Brand 7,1a3bec4cfc406d1f02f94757e7b39080ffbe7a42,Retailer 140,CHAIN,Q004,Distributor A,Exclusive,8.6,8.4,6,50.4,0.2,2.3255813,2.38
2023-07-26,Normal,QRA-007-23RT03011680-01,85387133170aefee632c34425b4094f7b68e50ac,HAIR CARE,Brand 7,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q007,Distributor C,Exclusive,5.7,5.3,12,63.6,0.4,7.017544,1.31
2023-04-14,Normal,QRA-004-23RT01002460-01,da8e02a34a95c9eb3ecfa6f5c44c180e7b76e323,SKIN CLEANSING,Brand 13,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q004,Distributor A,Exclusive,7.3,4.8,24,115.2,2.5,34.246574,-0.31
2024-01-02,Normal,QRA-006-24RT05000100-01,970f8167a7d73dabab2f4040bcec69fb7b510b7a,FABRIC CARE,Brand 2,c097b882f02103ba053fcc1f1cabf88d083617f4,Retailer 954,INDEPENDENT,Q006,Distributor B,Direct,4.2,3.65,4,14.6,0.55,13.095238,0.71
2021-03-01,Normal,QRA-003-21RT03003720-01,6dd9a461e474d3a812234bbb33901a5c75e195ec,SCRATCH COOKING AIDS,Brand 12,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.65,8,13.2,0.05,2.9411764,0.46
2022-04-28,Normal,QRA-007-22RT05005900-01,ff13f00b90bfdf533e15a31e426571d5400bae4e,HAIR CARE,Brand 7,c18153398fd5f951713b62c701c7236e01b968e3,Retailer 958,CHAIN,Q007,Distributor C,Exclusive,5.6,5.3,3,15.9,0.3,5.357143,1.38
2021-05-04,Normal,QRA-003-21RT06006550-01,4a1dd06e48cae6f6aa7ca2dfa8b14d51e289573b,SCRATCH COOKING AIDS,Brand 12,1a090d780a94bad71111c32de3d620372b00ebff,Retailer 138,INDEPENDENT,Q003,Distributor D,Selective,1.8,1.75,16,28.0,0.05,2.7777777,0.49
2024-06-27,Normal,QRA-004-24RT03010060-01,16ab7bf794ae354d48e3461150ee602e2151db36,SKIN CLEANSING,Brand 13,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,3,18.6,3.9,38.61386,-0.87
2023-06-15,Normal,QRA-006-23RT04007690-01,bd6dde3580150a1895f82628c0886a5ace67ce6d,FABRIC CARE,Brand 2,d38a8b85e5d2c031b7c964320b8bb268002b817e,Retailer 1054,INDEPENDENT,Q006,Distributor B,Direct,11.0,8.7,4,34.8,2.3,20.90909,1.0
2024-07-09,Normal,QRA-007-24RT23000440-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,4a679e877fbe6fa4020a71ff3ee7d78c326e579f,Retailer 384,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,3,17.4,3.9,40.206184,-0.99
2022-04-04,Normal,QRA-006-22RT09001890-01,dcc15694c6178218bb2bba5393b2b2efc5e5786e,FABRIC CARE,Brand 2,8587b85ce74c476cd282b371abb0cd55a5a2e94a,Retailer 678,CHAIN,Q006,Distributor B,Direct,10.9,9.1,4,36.4,1.8,16.513762,1.47
2023-12-04,Normal,QRA-007-23RT10018500-01,726188afb5c28adc26e5bc816204736b5747613f,HAIR CARE,Brand 25,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,6,21.6,2.8,43.75,-0.88
2022-11-07,Normal,QRA-007-22RT04015650-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,8d990bd61b61ac2f119735b20bbc1c4c0d49aaaf,Retailer 713,CHAIN,Q007,Distributor C,Exclusive,9.4,6.05,3,18.15,3.35,35.638298,-0.53
2022-08-01,Normal,QRA-004-22RT05010270-01,18256b66d1a0822bebfb417001f848a5b78bab9e,DEODORANTS & FRAGRANCES,Brand 21,c18153398fd5f951713b62c701c7236e01b968e3,Retailer 958,CHAIN,Q004,Distributor A,Exclusive,3.5,1.7,6,10.2,1.8,51.42857,-0.75
2024-05-03,Normal,QRA-006-24RT03006810-01,47df060c65cafc5928d959da00a46a60c957347d,FABRIC CARE,Brand 2,a14145ba6cf0196080f712e4e821b5184eddfe7e,Retailer 796,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.35,11,91.85,4.25,33.73016,-0.47
2023-08-15,Normal,QRA-004-23RT06011490-01,a08750a5a8aa6a647c93aebfb17885195de0135e,SKIN CLEANSING,Brand 17,827c65aa93056506573c8e53e63069762350ccf0,Retailer 665,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.9,6,35.4,3.0,33.707867,-0.33
2023-04-26,Normal,QRA-006-23RT03006920-01,4feb83df4b76b585955c0a8b5d017f3d10b3806e,FABRIC CARE,Brand 2,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,6,29.1,0.55,10.185185,1.07
2022-09-23,Normal,QRA-003-22RT05012850-01,987b96c294ae9d1c721ed9347857c695f8829001,COOKING AIDS,Brand 12,cd4b8c7df6cff3aac2a6731030bdd2d2fadb1f5a,Retailer 1019,INDEPENDENT,Q003,Distributor D,Selective,2.9,2.85,12,34.2,0.05,1.7241379,0.82
2022-04-06,Normal,QRA-006-22RT06004790-01,4dd97e75c8086d7c7f9f11264924509e9581c0f3,FABRIC CARE,Brand 2,5fb162c9fd98d8ce99fe973e49d60e499d09aff0,Retailer 479,INDEPENDENT,Q006,Distributor B,Direct,5.1,4.25,6,25.5,0.85,16.666666,0.68
2021-01-13,Normal,QRA-003-21RT05000580-01,1eb4bce777044661a7e1ac2deff82db442fdd2ec,SCRATCH COOKING AIDS,Brand 12,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.2,24,28.8,0.4,25.0,0.08
2023-07-17,Normal,QRA-003-23RT03011100-01,a46e8bedb624a7e68d363332913d3fc838cef5f7,SCRATCH COOKING AIDS,Brand 12,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.6,18,28.8,0.1,5.882353,0.41
2021-07-12,Normal,QRA-004-21RT04011340-01,8f8ccdeb5fe9aa72bfdaabab64eaf2b5ff11f8a7,SKIN CLEANSING,Brand 17,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q004,Distributor A,Exclusive,8.2,5.35,3,16.05,2.85,34.756096,-0.39
2024-06-27,Normal,QRA-007-24RT04008370-01,4f84b9a3a67dc08ffba4046907f4fd795fd50c7b,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,12,69.6,3.9,40.206184,-0.99
2022-07-06,Normal,QRA-006-22RT10010010-01,0e94bc2db097cc4477cc2ee1ffbb3e0e14396168,FABRIC CARE,Brand 2,07c301cca55f5773607d27ee27b2d7646c0c6bbc,Retailer 33,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.25,3,24.75,4.35,34.52381,-0.57
2022-10-11,Normal,QRA-004-22RT02007770-01,4bf711014edcc73a335dc715362ba177d231c980,SKIN CLEANSING,Brand 17,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,5.4,3.4,12,40.8,2.0,37.037037,-0.38
2021-09-02,Normal,QRA-007-21RT01016710-01,b35b5a3b8170f61480a882cad80f13aad526f5b8,HAIR CARE,Brand 7,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q007,Distributor C,Exclusive,11.1,7.25,12,87.0,3.85,34.684685,-0.52
2024-07-16,Normal,QRA-006-24RT23000880-01,0960ce8c444664d324777bb344b53fc8e6144ed3,FABRIC CARE,Brand 2,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q006,Distributor B,Direct,7.3,7.1,4,28.4,0.2,2.739726,1.99
2021-10-26,Normal,QRA-004-21RT01020410-01,ef78615f989af6b50e6d02a14c67717f94c751b5,DEODORANTS & FRAGRANCES,Brand 21,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,3.5,1.7,6,10.2,1.8,51.42857,-0.75
2022-01-04,Normal,QRA-003-22RT06000240-01,8477e576c5da7e4bd72bdf8bbbd9908605c2dd18,BEVERAGES,Brand 29,97f60b203e041db2e78b81052483d22090623741,Retailer 756,MINIMART,Q003,Distributor D,Selective,2.4,2.3,12,27.6,0.1,4.1666665,0.62
2023-07-07,Normal,QRA-004-23RT10010290-01,49eaebaa6005c3d47541299bd9ce5d4e075c5494,SKIN CLEANSING,Brand 17,d83664475d2708d12fb115cf0a7d74f6c556ff56,Retailer 1069,INDEPENDENT,Q004,Distributor A,Exclusive,2.6,2.5,48,120.0,0.1,3.8461537,0.68
2024-09-18,Normal,QRA-004-24RT21004200-01,c3a7bdd2cfd24fc15df6ca9c5436d659bdac4ecd,SKIN CLEANSING,Brand 17,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q004,Distributor A,Exclusive,5.9,3.85,12,46.2,2.05,34.74576,-0.28
2022-05-25,Normal,QRA-006-22RT08007770-01,36072166c817cd27d168a67eb416852cbfc5e1c7,FABRIC CARE,Brand 2,1a3bec4cfc406d1f02f94757e7b39080ffbe7a42,Retailer 140,CHAIN,Q006,Distributor B,Direct,5.1,4.6,6,27.6,0.5,9.803922,1.03
2021-07-19,Normal,QRA-004-21RT01013500-01,ccb74fbde7438d92a4d732c9d37354a2ffec8119,SKIN CLEANSING,Brand 13,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,6.4,6.3,120,756.0,0.1,1.5625,1.82
2024-07-09,Normal,QRA-004-24RT25000550-01,dc8d1e49be474d0753c76289130ddf5839d10806,SKIN CLEANSING,Brand 7,cb4c4984bc8670ee34252c58c0b6d0fe571d46ee,Retailer 1010,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.65,3,16.95,4.35,43.5,-1.35
2024-04-29,Normal,QRA-004-24RT02004230-01,ee2a3fa485ea3ba620eecc860f860ed605301185,DEODORANTS & FRAGRANCES,Brand 21,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,3.2,2.15,6,12.9,1.05,32.8125,-0.09
2021-10-05,Normal,QRA-004-21RT05013010-01,36912db0f6638a42799032f87281e987a9cd612b,DEODORANTS & FRAGRANCES,Brand 21,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q004,Distributor A,Exclusive,1.3,1.25,24,30.0,0.05,3.8461537,0.34
2022-08-19,Normal,QRA-007-22RT05011030-01,ff13f00b90bfdf533e15a31e426571d5400bae4e,HAIR CARE,Brand 7,531e2070db0a4de8a95af40f39cc456da5c54eb6,Retailer 423,INDEPENDENT,Q007,Distributor C,Exclusive,5.6,5.1,12,61.2,0.5,8.928572,1.18
2022-07-01,Normal,QRA-007-22RT04009310-01,8104123e3470edfbf9c573b4632acfc22a3ef04d,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,6.2,4.25,6,25.5,1.95,31.451612,-0.09
2021-05-18,Normal,QRA-004-21RT01009580-01,49eaebaa6005c3d47541299bd9ce5d4e075c5494,SKIN CLEANSING,Brand 17,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,2.6,1.75,12,21.0,0.85,32.692307,-0.07
2024-04-11,Normal,QRA-004-24RT03005630-01,d66d4afc51f387df09b06e435c9e2fc221bd75c9,SKIN CLEANSING,Brand 13,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q004,Distributor A,Exclusive,7.3,4.8,3,14.4,2.5,34.246574,-0.31
2023-02-15,Normal,QRA-007-23RT05001980-01,ac03627e238df70a9c047ef3887e08132347922f,HAIR CARE,Brand 7,c18153398fd5f951713b62c701c7236e01b968e3,Retailer 958,CHAIN,Q007,Distributor C,Exclusive,5.7,5.3,6,31.8,0.4,7.017544,1.31
2021-04-12,Normal,QRA-007-21RT09001720-01,a85b5524d845b1c2ddd1d484975815338be23aff,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,6.2,2.75,6,16.5,3.45,55.64516,-1.59
2021-10-12,Normal,QRA-007-21RT06015290-01,431433adbe3bf26f00861100c10a52df2474acde,HAIR CARE,Brand 25,bc7410348ad3d33a2f2cecf59205d470668e272d,Retailer 938,INDEPENDENT,Q007,Distributor C,Exclusive,6.2,3.4,6,20.4,2.8,45.16129,-0.94
2021-02-25,Normal,QRA-004-21RT04003260-01,0e22f52ef62ac33e1e3f8a8419c044574520e62d,DEODORANTS & FRAGRANCES,Brand 21,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q004,Distributor A,Exclusive,3.0,1.4,24,33.6,1.6,53.333332,-0.7
2024-08-12,Normal,QRA-006-24RT21002320-01,11dc1fcef74ec45eeb703314b05727d28f6bfcf2,FABRIC CARE,Brand 2,fd10ab8267ea992bf37c0ca7efd0d14004071cb6,Retailer 1265,INDEPENDENT,Q006,Distributor B,Direct,11.2,10.95,8,87.6,0.25,2.232143,3.11
2022-03-11,Normal,QRA-004-22RT05003610-01,0e22f52ef62ac33e1e3f8a8419c044574520e62d,DEODORANTS & FRAGRANCES,Brand 21,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,3.0,1.95,6,11.7,1.05,35.0,-0.15
2023-04-17,Normal,QRA-006-23RT06005250-01,893109e3883e63f03b47ec72228184895a5ef21b,FABRIC CARE,Brand 2,fc267d98b57b34292b1c8057483477f64888b541,Retailer 1254,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.5,4,34.0,4.1,32.539684,-0.32
2021-09-13,Normal,QRA-004-21RT01017360-01,ef78615f989af6b50e6d02a14c67717f94c751b5,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,3.5,1.65,6,9.9,1.85,52.857143,-0.8
2023-03-07,Normal,QRA-007-23RT05002950-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,6,34.8,3.9,40.206184,-0.99
2023-07-13,Normal,QRA-006-23RT03010890-01,970f8167a7d73dabab2f4040bcec69fb7b510b7a,FABRIC CARE,Brand 2,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q006,Distributor B,Direct,4.2,3.05,6,18.3,1.15,27.380953,0.11
2021-05-10,Normal,QRA-003-21RT04007850-01,2c8236b9317151ae7e1676597a0eca6b4cb698aa,SCRATCH COOKING AIDS,Brand 12,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q003,Distributor D,Selective,2.7,2.6,8,20.8,0.1,3.7037036,0.71
2023-04-04,Normal,QRA-006-23RT04004520-01,63b4cfcb60971eb4fcd40c4635610eb5cc0ecf8d,FABRIC CARE,Brand 2,b1d9a1d1e2ab495dafc40ba78dcdfa07b9d26c65,Retailer 891,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,6,29.1,0.55,10.185185,1.07
2024-10-17,Normal,QRA-004-24RT24006320-01,fde835bc67256ea541c7f0c34e9ece19fd7dbab8,SKIN CLEANSING,Brand 7,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2021-06-22,Normal,QRA-004-21RT10009250-01,05c987ebdd301c647ea20bb26c5e30edde4d8c86,SKIN CLEANSING,Brand 13,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q004,Distributor A,Exclusive,9.6,5.6,12,67.2,4.0,41.666668,-1.12
2021-01-29,Normal,QRA-007-21RT01002370-01,1105b49ddfdfbd3c8ca2febad630c5a9ec650b29,HAIR CARE,Brand 25,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q007,Distributor C,Exclusive,9.4,5.35,24,128.4,4.05,43.085106,-1.23
2022-05-26,Normal,QRA-003-22RT03008430-01,b09c23b98da097fae61e76d37570aa62be9e2de5,SCRATCH COOKING AIDS,Brand 12,d21b76e9ec1934d32fcbd396c7e0340593203fa8,Retailer 1047,INDEPENDENT,Q003,Distributor D,Selective,2.8,2.45,3,7.35,0.35,12.5,0.49
2022-01-13,Normal,QRA-007-22RT03001150-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q007,Distributor C,Exclusive,9.4,6.65,3,19.95,2.75,29.25532,0.07
2024-01-08,Normal,QRA-006-24RT03000520-01,0e1f37fa5d37ddd1cf5a66c951bff68e02b646ac,FABRIC CARE,Brand 2,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,8,38.8,0.55,10.185185,1.07
2023-12-06,Normal,QRA-006-23RT05016470-01,7a7ca73ced7bec8209642e541dea7a2dbc43faf5,FABRIC CARE,Brand 2,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.35,4,33.4,4.25,33.73016,-0.47
2021-10-20,Normal,QRA-004-21RT03019130-01,1288efbb502679503a9cfb8b53db80ee0b5ff3b5,SKIN CLEANSING,Brand 13,cdeb8aa42abfc91413dd36b5d25516837f731ffb,Retailer 1023,WHOLESALER,Q004,Distributor A,Exclusive,2.9,1.45,12,17.4,1.45,50.0,-0.58
2021-01-18,Normal,QRA-007-21RT01001180-01,431433adbe3bf26f00861100c10a52df2474acde,HAIR CARE,Brand 25,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,6.2,3.0,6,18.0,3.2,51.612904,-1.34
2022-08-19,Normal,QRA-003-22RT05011060-01,a46e8bedb624a7e68d363332913d3fc838cef5f7,SCRATCH COOKING AIDS,Brand 12,d90b96a57da6436448ee0b0a98f1ce60c53e2175,Retailer 1074,MINIMART,Q003,Distributor D,Selective,1.6,1.3,18,23.4,0.3,18.75,0.18
2023-10-24,Normal,QRA-004-23RT05014150-01,b6d1382e23dc65da75128f16953c3b22a9a0df01,DEODORANTS & FRAGRANCES,Brand 21,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q004,Distributor A,Exclusive,1.4,1.35,3,4.05,0.05,3.5714285,0.37
2023-12-15,Normal,QRA-007-23RT06018150-01,f7d22752e6da78ed31a48906415e2d538cc15940,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,6.4,3.6,6,21.6,2.8,43.75,-0.88
2021-11-09,Normal,QRA-004-21RT01021510-01,167b9b1153e742ca5aceadf606eeeb136d8dee90,DEODORANTS & FRAGRANCES,Brand 21,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,3.5,1.7,6,10.2,1.8,51.42857,-0.75
2021-07-19,Normal,QRA-007-21RT10010890-01,bf6cdc81d51014b3d5890a655e79f972480c83ea,HAIR CARE,Brand 25,ef17071fe7c901fc3f0c0f8815ae9c04d29aed3a,Retailer 1192,INDEPENDENT,Q007,Distributor C,Exclusive,9.4,5.35,3,16.05,4.05,43.085106,-1.23
2024-05-21,Normal,QRA-007-24RT06007730-01,ab7ace74d5c107748349ce04e823db7f72dbd772,HAIR CARE,Brand 25,ffba764f51c909da97092c220dba32c009d3a04b,Retailer 1275,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,3,10.8,2.8,43.75,-0.88
2022-09-01,Normal,QRA-003-22RT02006050-01,4cf5d68b34c7d2fa40ccc56c87413a0357dd8a0a,COOKING AIDS,Brand 12,241abc9502c0ac90e9938a269dbfa9a2bbc54ef7,Retailer 192,CHAIN,Q003,Distributor D,Selective,3.7,3.65,12,43.8,0.05,1.3513514,1.06
2021-07-16,Normal,QRA-006-21RT03012310-01,3113816ca32c68e3b265da838a379471538ce5f1,FABRIC CARE,Brand 2,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q006,Distributor B,Direct,6.8,5.35,6,32.1,1.45,21.32353,0.59
2023-11-02,Normal,QRA-006-23RT06015710-01,e093f57b128dc907459c54d37df7273d67701f3a,FABRIC CARE,Brand 2,f31aee6687ad76b96cfff1907aa378d2b901b3a0,Retailer 1212,INDEPENDENT,Q006,Distributor B,Direct,6.9,5.35,6,32.1,1.55,22.463768,0.52
2023-11-24,Normal,QRA-007-23RT06016980-01,ab7ace74d5c107748349ce04e823db7f72dbd772,HAIR CARE,Brand 25,164aba53dbb6b96e81111d120b37103c2ff9f688,Retailer 116,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,3,10.8,2.8,43.75,-0.88
2024-04-18,Normal,QRA-003-24RT04005160-01,9108e71c1210fcd91bde4f40ea2b72b91a58271f,COOKING AIDS,Brand 12,f2116b377a1eb369c2920a2c3ecc8ca3cf95f13b,Retailer 1204,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.4,16,22.4,0.2,12.5,0.28
2023-03-30,Normal,QRA-006-23RT04004280-01,8b009027db2125bedea1fe213455783c68254758,FABRIC CARE,Brand 2,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q006,Distributor B,Direct,3.0,2.05,12,24.6,0.95,31.666666,-0.05
2021-10-07,Normal,QRA-004-21RT04016710-01,ac5f6f1b41d5ae3df745f70aff4aebaf0222c20d,SKIN CLEANSING,Brand 13,6941811429c8aac7ba900cfd9ea56b0ccb146150,Retailer 519,SUPERMARKET,Q004,Distributor A,Exclusive,9.6,5.7,3,17.1,3.9,40.625,-1.02
2023-11-03,Normal,QRA-006-23RT04014420-01,1d5f11a9a3d320839037dc3b36e5814b49490033,FABRIC CARE,Brand 2,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q006,Distributor B,Direct,11.0,10.8,4,43.2,0.2,1.8181819,3.1
2022-12-02,Normal,QRA-004-22RT03018760-01,fc9b0625e78332b28f5169d7eca3c6056fdefd81,SKIN CLEANSING,Brand 7,379c04943cc7094922ce4249e8429464f77523d7,Retailer 285,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,6.2,6,37.2,3.8,38.0,-0.8
2021-09-03,Normal,QRA-004-21RT03015720-01,7b4c9a9c0a41f0b911c2fa15e506c518ae933371,SKIN CLEANSING,Brand 7,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2023-12-14,Normal,QRA-004-23RT06018020-01,fb6c340b504aba87e68bd1d21adce13089b6f8fe,DEODORANTS & FRAGRANCES,Brand 21,0db80d677bf75a2fc36018f0ba22b712b5e97825,Retailer 72,INDEPENDENT,Q004,Distributor A,Exclusive,3.2,2.15,6,12.9,1.05,32.8125,-0.09
2021-06-24,Normal,QRA-004-21RT03010800-01,52ff01c25b25dac2dc1d5e51771c883dc27c852b,SKIN CLEANSING,Brand 17,d21b76e9ec1934d32fcbd396c7e0340593203fa8,Retailer 1047,INDEPENDENT,Q004,Distributor A,Exclusive,8.2,6.65,2,13.3,1.55,18.90244,0.91
2023-11-23,Normal,QRA-004-23RT03018880-01,99a5bcd145443a0624c7c76c8d6f90d9d3e20639,SKIN CLEANSING,Brand 7,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2021-09-07,Normal,QRA-004-21RT01017040-01,e38d9ddf75d76dce054c10d43e13f278e0cf7bb3,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,9.6,5.35,12,64.2,4.25,44.270832,-1.37
2021-08-12,Normal,QRA-003-21RT03014280-01,b09c23b98da097fae61e76d37570aa62be9e2de5,SCRATCH COOKING AIDS,Brand 12,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q003,Distributor D,Selective,2.8,2.7,8,21.6,0.1,3.5714285,0.74
2021-03-10,Normal,QRA-003-21RT04004150-01,544089d1c981a5a0bc1c214f93a0a263492ce606,BEVERAGES,Brand 30,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q003,Distributor D,Selective,3.5,3.45,6,20.7,0.05,1.4285715,1.0
2024-12-09,Normal,QRA-003-24RT22010250-01,9108e71c1210fcd91bde4f40ea2b72b91a58271f,COOKING AIDS,Brand 12,580f197e83b654fa7981fc8e8538c52923b12566,Retailer 455,WHOLESALER,Q003,Distributor D,Selective,1.6,1.3,320,416.0,0.3,18.75,0.18
2022-06-24,Normal,QRA-006-22RT06008710-01,54ded437ed6f06d6e0102668e3ab957ed991bd17,FABRIC CARE,Brand 2,164aba53dbb6b96e81111d120b37103c2ff9f688,Retailer 116,INDEPENDENT,Q006,Distributor B,Direct,6.4,5.05,3,15.15,1.35,21.09375,0.57
2022-04-13,Normal,QRA-006-22RT03006360-01,147e3fd471f9bc23e5c37a0a229789e716c47ea9,FABRIC CARE,Brand 2,626d4baa270d26ad966457a4d3aadbe7c33e6ea0,Retailer 491,HEALTH AND BEAUTY,Q006,Distributor B,Direct,7.8,7.05,6,42.3,0.75,9.615385,1.59
2023-03-17,Normal,QRA-006-23RT05003520-01,970f8167a7d73dabab2f4040bcec69fb7b510b7a,FABRIC CARE,Brand 2,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q006,Distributor B,Direct,4.2,3.05,12,36.6,1.15,27.380953,0.11
2021-08-30,Normal,QRA-006-21RT03015420-01,b6aec03a3964524e684d134ca8fbf94c2c710611,FABRIC CARE,Brand 2,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q006,Distributor B,Direct,1.6,1.55,12,18.6,0.05,3.125,0.43
2023-02-06,Normal,QRA-003-23RT06001730-01,987b96c294ae9d1c721ed9347857c695f8829001,COOKING AIDS,Brand 12,672710c8858e534d46992145e89fa16c52cf57fd,Retailer 509,INDEPENDENT,Q003,Distributor D,Selective,2.9,2.85,12,34.2,0.05,1.7241379,0.82
